Node_ID,Lon,Lat,Tract_Node
393,-104.9247041,39.6675058,0
394,-105.0532533,39.7112806,0
395,-105.053249,39.7114014,0
396,-105.0509353,39.7112716,0
397,-105.053261,39.7103027,0
398,-104.926246,39.6674653,0
399,-105.0532613,39.7096131,0
400,-105.0532448,39.7058097,0
401,-105.0532429,39.7039798,0
402,-105.053244,39.705043,0
403,-105.0532421,39.7032733,0
404,-104.923639,39.6643803,0
405,-105.0532414,39.7025675,0
406,-105.0532504,39.7004517,0
407,-105.0532449,39.6973954,0
408,-105.053241,39.7022497,0
409,-105.0513587,39.7004401,0
410,-105.0532394,39.6968983,0
411,-105.0525587,39.697301,0
412,-105.0532353,39.6967581,0
413,-105.0532292,39.6965156,0
414,-105.0531936,39.6928223,0
415,-105.0531944,39.6924777,0
416,-105.0531927,39.6931773,0
417,-105.0531972,39.6913438,0
418,-105.0531988,39.6855622,0
419,-105.0531973,39.6859519,0
420,-105.0532035,39.6843628,0
421,-105.0532073,39.6833984,0
422,-105.0532048,39.6822842,0
423,-105.0532646,39.6791536,0
424,-105.0572684,39.682262,0
425,-105.0521169,39.6822791,0
426,-105.0532674,39.6782253,0
427,-105.0521233,39.6791531,0
428,-105.0532725,39.6764888,0
429,-105.0532785,39.6756638,0
430,-105.0532732,39.6743048,0
431,-105.0532725,39.6732716,0
432,-105.0521316,39.674285,0
433,-104.9405237,39.7583019,0
434,-104.940692,39.758301,0
435,-105.0532619,39.6722505,0
436,-105.0532563,39.6677836,0
437,-105.0532592,39.6663869,0
438,-105.0539263,39.6677805,0
439,-105.0517901,39.6677708,0
440,-105.0532563,39.6655636,0
441,-105.0532421,39.6647286,0
442,-105.0532442,39.6625841,0
443,-105.053219,39.6596376,0
444,-105.0532109,39.6579039,0
445,-105.0532104,39.6571663,0
446,-104.9925954,39.6807655,0
447,-104.9919756,39.6857287,0
448,-105.0532023,39.656166,0
449,-105.0531966,39.6552401,0
450,-105.0505273,39.656377,0
451,-105.0555564,39.6559078,0
452,-105.0530703,39.650516,0
453,-105.0529362,39.650516,0
454,-105.0532194,39.6491712,0
455,-105.0532452,39.6475215,0
456,-105.053293,39.6456316,0
457,-105.0533032,39.6455278,0
458,-105.0533681,39.6431039,0
459,-105.0533911,39.6414419,0
460,-105.0533611,39.6404289,0
461,-105.0533462,39.6398275,0
462,-105.0533101,39.6396989,0
463,-105.05377,39.639867,0
464,-105.0275766,39.7181635,0
465,-105.0288088,39.7181635,0
466,-105.0263554,39.7181635,0
467,-105.0275425,39.7329529,0
468,-105.0286901,39.7329523,0
469,-105.0263714,39.7329536,0
470,-104.9116439,39.7256421,0
471,-104.9124455,39.7256411,0
472,-104.9116424,39.7292768,0
473,-104.912442,39.7292791,0
474,-105.0051298,39.6894361,0
475,-105.006868,39.6894392,0
476,-104.9116514,39.7372735,0
477,-104.9119756,39.7372715,0
478,-104.9116532,39.7387123,0
479,-104.9105148,39.7387112,0
480,-104.7626606,39.8092275,0
481,-104.7627045,39.8055792,0
482,-105.0039368,39.689434,0
483,-104.911654,39.7401046,0
484,-104.91052,39.7401094,0
485,-104.9756936,39.6915909,0
486,-104.9759252,39.6917767,0
487,-104.9116752,39.74744,0
488,-104.9124592,39.7474388,0
489,-104.9116374,39.7253319,0
490,-104.910495,39.7253399,0
491,-104.9116522,39.7183668,0
492,-104.9127911,39.7183523,0
493,-104.9594164,39.7789362,0
494,-104.9594227,39.7779415,0
495,-104.9118811,39.7730387,0
496,-104.912755,39.773145,0
497,-104.911689,39.7510115,0
498,-104.9123953,39.7510284,0
499,-104.9116862,39.754711,0
500,-104.9124524,39.7547099,0
501,-104.9117088,39.7583887,0
502,-104.9123976,39.7583865,0
503,-104.9117382,39.7619822,0
504,-104.9124276,39.7619853,0
505,-104.9117547,39.7656428,0
506,-104.9124682,39.765641,0
507,-104.9117903,39.7692736,0
508,-104.9108699,39.7692737,0
509,-104.9127058,39.7692692,0
510,-104.9477707,39.7838157,0
511,-104.9480164,39.7838157,0
512,-104.9414956,39.7908082,0
513,-104.9472553,39.7838108,0
514,-104.9305403,39.7655818,0
515,-104.9318203,39.7656281,0
516,-104.9293674,39.7655869,0
517,-104.9305159,39.7692169,0
518,-104.9293374,39.7692163,0
519,-104.9317439,39.7692162,0
520,-104.9304797,39.7178171,0
521,-104.9292976,39.7178191,0
522,-104.931627,39.7178153,0
523,-104.9305078,39.7253179,0
524,-104.9294053,39.72532,0
525,-104.9305077,39.7256202,0
526,-104.93161,39.725619,0
527,-104.9305301,39.7292343,0
528,-104.9304563,39.7292346,0
529,-104.931625,39.7292354,0
530,-104.9304577,39.7323345,0
531,-104.9292834,39.7318732,0
532,-104.930457,39.7325553,0
533,-104.9312398,39.732877,0
534,-104.9303848,39.736494,0
535,-104.9315396,39.7364862,0
536,-104.9303787,39.7383046,0
537,-104.9292348,39.7383028,0
538,-104.930388,39.7400937,0
539,-104.9298138,39.7400937,0
540,-104.9309782,39.7474051,0
541,-104.9305085,39.7474073,0
542,-104.9313522,39.7474052,0
543,-104.9298304,39.7474061,0
544,-104.93052,39.7510598,0
545,-104.9293468,39.7510603,0
546,-104.931721,39.7510575,0
547,-104.9305541,39.758329,0
548,-104.9293892,39.7583327,0
549,-104.9317139,39.7583253,0
550,-105.0486881,39.7439837,0
551,-105.0498077,39.7439856,0
552,-105.0250158,39.7166347,0
553,-105.0250208,39.7175432,0
554,-105.0475175,39.7439818,0
555,-105.0250176,39.7181667,0
556,-105.0251885,39.7181663,0
557,-105.0250197,39.7184556,0
558,-105.025055,39.7193656,0
559,-105.0250586,39.7197529,0
560,-105.0236264,39.7463691,0
561,-105.0236332,39.7451606,0
562,-105.0250617,39.720272,0
563,-105.0252394,39.7202724,0
564,-105.0250652,39.7211767,0
565,-105.0227857,39.720271,0
566,-105.0250695,39.7220677,0
567,-105.0250587,39.7228996,0
568,-105.0250311,39.7234224,0
569,-105.0250207,39.7283808,0
570,-105.0250272,39.7293143,0
571,-105.0416671,39.7439721,0
572,-105.0428442,39.7439741,0
573,-105.0250502,39.7338873,0
574,-105.0250558,39.7344505,0
575,-105.0252326,39.7347571,0
576,-105.0252161,39.734203,0
577,-105.0252337,39.743948,0
578,-105.0236404,39.7439542,0
579,-105.0252335,39.7451588,0
580,-105.0252203,39.7427462,0
581,-105.0268293,39.7439467,0
582,-105.0251899,39.7487841,0
583,-105.025187,39.7499942,0
584,-105.0405021,39.7439702,0
585,-105.025184,39.7511996,0
586,-105.0251703,39.7536019,0
587,-105.0251699,39.754838,0
588,-105.0252959,39.7548382,0
589,-105.0251746,39.7560432,0
590,-105.02363,39.7548349,0
591,-105.0252958,39.7560432,0
592,-105.0251952,39.7644225,0
593,-105.0251975,39.7656009,0
594,-105.0252976,39.764679,0
595,-105.0252384,39.7636394,0
596,-105.0253067,39.7665069,0
597,-105.025302,39.7655958,0
598,-105.0252006,39.7668352,0
599,-105.0252034,39.7680507,0
600,-105.0253158,39.7683587,0
601,-105.0253112,39.7674264,0
602,-105.0253075,39.7719846,0
603,-105.0253114,39.771095,0
604,-105.0252986,39.7747224,0
605,-105.0253036,39.7729148,0
606,-105.0251701,39.7766352,0
607,-105.0252935,39.7766366,0
608,-105.0251587,39.7784436,0
609,-105.0239956,39.7766257,0
610,-105.0252903,39.7778534,0
611,-105.0251474,39.780249,0
612,-104.9579926,39.6675942,0
613,-104.9565523,39.6675872,0
614,-105.0252871,39.7790475,0
615,-105.0252839,39.7802499,0
616,-105.023981,39.7802416,0
617,-105.0251356,39.7821029,0
618,-105.0252032,39.7856186,0
619,-105.0252013,39.7874421,0
620,-104.9593936,39.6676025,0
621,-105.0275888,39.7875295,0
622,-105.0251994,39.7892447,0
623,-105.0239667,39.7874414,0
624,-105.0028458,39.7401609,0
625,-105.0028305,39.7400228,0
626,-105.0041512,39.7401714,0
627,-105.0217608,39.7356205,0
628,-105.0217628,39.7364812,0
629,-105.0251569,39.7356598,0
630,-105.0217595,39.735016,0
631,-104.9735044,39.6694939,0
632,-104.9746351,39.6712807,0
633,-104.9780299,39.7749508,0
634,-104.9779525,39.7748924,0
635,-104.9787558,39.7758607,0
636,-104.9697133,39.7786438,0
637,-104.9691731,39.7790256,0
638,-104.9698022,39.7799941,0
639,-104.9688416,39.7787496,0
640,-105.0233894,39.7473857,0
641,-105.0127167,39.6959791,0
642,-105.0127217,39.6967633,0
643,-105.0117512,39.6931309,0
644,-104.8904052,39.6443014,0
645,-104.8893584,39.6444304,0
646,-104.8914566,39.6441742,0
647,-104.890213,39.6644071,0
648,-104.8898194,39.6640922,0
649,-104.8908336,39.6649123,0
650,-104.8471187,39.7823831,0
651,-104.8469468,39.7823829,0
652,-104.848886,39.7823811,0
653,-104.8471188,39.7799951,0
654,-104.837235,39.7783739,0
655,-104.8377747,39.7807501,0
656,-104.8364231,39.7781224,0
657,-104.8355991,39.7778585,0
658,-104.8347666,39.7775947,0
659,-104.8334537,39.7771848,0
660,-104.8315084,39.7765849,0
661,-104.8306152,39.7763009,0
662,-104.8297266,39.7760282,0
663,-104.8280804,39.7760247,0
664,-104.9472535,39.7038316,0
665,-104.9459953,39.7038291,0
666,-104.9490802,39.7038351,0
667,-105.0351318,39.6589735,0
668,-105.0351404,39.6597862,0
669,-105.0351232,39.6581837,0
670,-105.041818,39.6564228,0
671,-105.0416176,39.6556862,0
672,-105.042091,39.6571497,0
673,-104.9516582,39.6600626,0
674,-104.9505752,39.6604092,0
675,-104.9523794,39.6598242,0
676,-104.9733532,39.7679319,0
677,-104.9733536,39.7681786,0
678,-104.9733529,39.7677,0
679,-104.974163,39.7685593,0
680,-104.9733559,39.7691824,0
681,-104.9753772,39.7676165,0
682,-104.975039,39.7692289,0
683,-104.9762513,39.7682868,0
684,-104.9737792,39.7702079,0
685,-104.9234518,39.7656136,0
686,-104.9240271,39.7656085,0
687,-104.9222897,39.7656151,0
688,-104.9234523,39.7692306,0
689,-104.9223076,39.7692316,0
690,-104.9246126,39.7692252,0
691,-104.9240294,39.7620162,0
692,-104.9258174,39.7620088,0
693,-104.9246105,39.7656064,0
694,-104.9234403,39.7292511,0
695,-104.9228046,39.7292515,0
696,-104.9239059,39.7292498,0
697,-104.9234379,39.7364973,0
698,-104.9246032,39.7364981,0
699,-104.9234449,39.7383018,0
700,-104.9223465,39.7383044,0
701,-104.9234392,39.7400953,0
702,-104.922341,39.7400944,0
703,-104.9994488,39.7132692,0
704,-104.9987806,39.7119256,0
705,-104.9234837,39.7510724,0
706,-104.9222975,39.7510724,0
707,-104.9246443,39.7510717,0
708,-105.0001417,39.7136419,0
709,-104.9234556,39.7583515,0
710,-104.9222865,39.7583552,0
711,-104.924612,39.7583478,0
712,-104.9234476,39.7178344,0
713,-104.922265,39.7178376,0
714,-104.9246203,39.7178308,0
715,-105.0010284,39.7146797,0
716,-105.008941,39.7217258,0
717,-105.0075703,39.7588771,0
718,-105.0041802,39.7607932,0
719,-104.9239009,39.7253356,0
720,-104.9228001,39.725334,0
721,-104.9239029,39.7256279,0
722,-104.924985,39.7256266,0
723,-105.0056004,39.7601872,0
724,-104.9245581,39.7292476,0
725,-105.00936,39.7403456,0
726,-105.0115257,39.7405764,0
727,-104.9278169,39.6857136,0
728,-104.9274624,39.6857177,0
729,-104.928714,39.6857153,0
730,-104.9277998,39.6820807,0
731,-104.9286914,39.6820767,0
732,-104.926847,39.6820741,0
733,-105.0127369,39.7404199,0
734,-104.9222556,39.7194192,0
735,-104.9222521,39.7209415,0
736,-104.9594443,39.719413,0
737,-104.9593078,39.718351,0
738,-104.9585649,39.7194188,0
739,-104.9583269,39.7197617,0
740,-104.9498098,39.7194171,0
741,-104.9498004,39.7178706,0
742,-104.9497936,39.7209808,0
743,-104.9437521,39.7194089,0
744,-104.9437606,39.7209662,0
745,-104.9437605,39.7178009,0
746,-104.9407802,39.7194048,0
747,-104.9407785,39.7182472,0
748,-104.8974369,39.6603474,0
749,-104.8985481,39.6603476,0
750,-104.9862305,39.719364,0
751,-104.9862327,39.720939,0
752,-104.9791279,39.7193498,0
753,-104.9791233,39.7183159,0
754,-104.8259069,39.7819105,0
755,-104.8250216,39.7822175,0
756,-104.8942043,39.6603398,0
757,-104.8266367,39.7814211,0
758,-104.8239728,39.7825366,0
759,-104.8230114,39.7828321,0
760,-104.822401,39.7833292,0
761,-105.0106591,39.7261309,0
762,-104.8212359,39.7827797,0
763,-104.8232181,39.7841293,0
764,-105.016166,39.7254762,0
765,-104.8221686,39.7870436,0
766,-104.8212778,39.7867788,0
767,-105.0111775,39.7228749,0
768,-105.0081789,39.720743,0
769,-104.8201103,39.7921005,0
770,-104.8190592,39.7919112,0
771,-104.9996673,39.7112606,0
772,-104.9994091,39.7111113,0
773,-104.8917159,39.7372816,0
774,-104.8928874,39.737282,0
775,-104.8917016,39.7387142,0
776,-104.8905633,39.7387159,0
777,-105.0006966,39.711264,0
778,-104.8916959,39.7401088,0
779,-104.8905451,39.7401097,0
780,-104.8916803,39.7474566,0
781,-104.8905181,39.7474542,0
782,-104.9947969,39.7698774,0
783,-104.9947831,39.7699702,0
784,-104.8928507,39.7474568,0
785,-104.89165,39.750981,0
786,-104.890762,39.751157,0
787,-104.892811,39.750987,0
788,-104.8722962,39.6544372,0
789,-104.8702872,39.6550876,0
790,-104.8756399,39.6543257,0
791,-104.8719971,39.6530452,0
792,-104.8755966,39.653044,0
793,-104.8684888,39.653486,0
794,-104.9945566,39.7698703,0
795,-105.0248022,39.7839133,0
796,-104.9096347,39.6894391,0
797,-104.9111062,39.6902996,0
798,-104.9082033,39.6899553,0
799,-104.9468949,39.7115125,0
800,-104.9464419,39.7114667,0
801,-104.9458258,39.7104511,0
802,-105.0252188,39.7834798,0
803,-104.9449754,39.7097447,0
804,-104.944536,39.7093725,0
805,-104.9451957,39.7099307,0
806,-104.9443201,39.7091951,0
807,-104.9082043,39.6910464,0
808,-104.9095391,39.6458829,0
809,-104.9084923,39.6458875,0
810,-104.9106698,39.6458798,0
811,-104.9418902,39.7437654,0
812,-104.9408093,39.7437443,0
813,-104.9430498,39.7437689,0
814,-105.0222038,39.7405695,0
815,-105.023591,39.7406855,0
816,-105.0235713,39.7405536,0
817,-104.7535078,39.7721572,0
818,-104.753515,39.7707429,0
819,-105.0238522,39.7396082,0
820,-105.0220154,39.7404499,0
821,-105.0235678,39.7404408,0
822,-104.9541559,39.7738901,0
823,-104.954153,39.7751384,0
824,-104.9948361,39.7672227,0
825,-104.9949877,39.7672237,0
826,-104.9498192,39.7738763,0
827,-104.9498159,39.7751294,0
828,-104.9498299,39.7729057,0
